signal_key_id,geo_key_id,time_type,time_value,issue,value,stderr,sample_size,lag,value_updated_timestamp,computation_as_of_dt,missing_value,missing_stderr,missing_sample_size
47,4697,day,20200525,20201030,10.792143319663284,,,158,1604110221,,0,5,5
173,1630,day,20200321,20210221,0.025103,,,337,1613963690,,0,5,5
30,723,day,20200917,20201112,7.3521302797486,,,56,1605179418,,0,5,5
43,4744,day,20210718,20210721,185.7010214,,,3,1626875114,,0,5,5
70,2341,day,20200402,20220810,5.587226405482207,,,211,1604107109,,0,5,5
87,2561,day,20200920,20210106,748.3580080753701,6.636672931539583,1486.0,108,1609974508,,0,0,0
666,2437,day,20210818,20220809,22.0290632,3.5802388,134.0,20,1631034694,,0,0,0
68,3215,day,20210507,20210508,14835.9343737,,,1,1620485475,,0,5,5
51,2656,day,20210707,20210708,0.0,,,1,1625759287,,0,5,5
74,2874,day,20200626,20220811,0.0,,,110,1602728334,,0,5,5
91,2485,day,20210723,20210824,17487.1280464,,,32,1629827606,,0,5,5
51,1704,day,20210324,20220814,0.0,,,1,1616684126,,0,5,5
45,1967,day,20210727,20220821,0.0,,,3,1627649759,,0,5,5
72,3126,day,20201105,20201106,10.876658690450297,,,1,1604684626,,0,5,5
69,4463,day,20210406,20210407,0.1428571,,,1,1617807074,,0,5,5
445,684,day,20210720,20210813,0.061,0.0173954,189.29,24,1628877583,,0,0,0
68,1382,day,20210627,20220808,11934.2968282,,,1,1624891874,,0,5,5
51,490,day,20200520,20200825,0.0,,,97,1598371641,,0,5,5
66,3158,day,20200603,20220818,9.927529038022437,,,149,1604110796,,0,5,5
330,1800,day,20210319,20220805,20.698598,1.058705,1464.4409,5,1616586689,,0,0,0
177,1909,day,20200825,20210106,710.0204081632653,17.642700254650382,49.0,134,1609974443,,0,0,0
93,5004,day,20210124,20210126,6.0,,,2,1611688828,,0,5,5
72,1940,day,20200622,20220814,2.9711501322161813,,,130,1604111624,,0,5,5
67,2252,day,20200408,20200825,0.0,,,139,1598369898,,0,5,5
99,1856,day,20200526,20220802,17.0,,,144,1602950652,,0,5,5
74,2860,day,20210516,20210517,0.0,,,1,1621263492,,0,5,5
45,4504,day,20210316,20210319,0.0,,,3,1616178345,,0,5,5
39,1789,day,20201121,20220820,45.16711833785,,,2,1606190814,,0,5,5
253,1971,day,20201021,20201209,4.2106273,1.815384,122.3847,49,1607550348,,0,0,0
233,1540,day,20210108,20210129,47.9034179,1.6389288,929.0852,21,1611958150,,0,0,0
69,2776,day,20201214,20220806,3754.142857142857,,,1,1608055084,,0,5,5
50,355,day,20200605,20201014,0.0,,,131,1602727272,,0,5,5
15,2485,day,20200529,20200903,7.9439252,2.6265814,106.0,97,1599134521,,0,0,0
27,1904,day,20200603,20201112,28.714285714286,,,162,1605173968,,0,5,5
74,208,day,20200405,20201014,0.0,,,192,1602722502,,0,5,5
